customerid,gender,senior_citizen,partner,dependents,tenure_months,tenure,phone_service,multiple_lines,internet_service,online_security,online_backup,device_protection,tech_support,streaming_tv,streaming_movies,contract,paperless_billing,payment_method,monthly_charges,total_charges,churn_label,churn_value,tenure_group,charges_tier,churn_display
0754-EEBDC,Male,No,True,True,4,4,True,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,False,Mailed check,19.9,76.65,No,0,0-6 mo,Low ($0-35),Not Churned
5777-ZPQNC,Female,No,False,False,12,12,True,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,False,Electronic check,20.15,260.7,No,0,7-12 mo,Low ($0-35),Not Churned
1951-IEYXM,Male,No,True,False,72,72,True,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,True,Credit card (automatic),90.6,6441.85,No,0,49-72 mo,High ($70+),Not Churned
3318-NMQXL,Male,No,False,False,3,3,True,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,True,Electronic check,92.0,266.8,No,0,0-6 mo,High ($70+),Not Churned
1022-RKXDR,Female,No,False,False,41,41,True,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,True,Mailed check,24.85,962.25,No,0,25-48 mo,Low ($0-35),Not Churned
2361-FJWNO,Male,No,False,False,40,40,False,No phone service,DSL,No,Yes,No,Yes,No,No,One year,False,Credit card (automatic),36.0,1382.9,No,0,25-48 mo,Medium ($35-70),Not Churned
2272-UOINI,Female,No,False,False,7,7,True,No,DSL,Yes,Yes,No,Yes,Yes,Yes,Month-to-month,True,Electronic check,78.5,571.05,No,0,7-12 mo,High ($70+),Not Churned
8232-UTFOZ,Male,No,False,False,69,69,True,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,False,Credit card (automatic),19.95,1399.35,No,0,49-72 mo,Low ($0-35),Not Churned
3750-YHRYO,Male,No,True,False,7,7,True,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,False,Mailed check,20.65,150.0,No,0,7-12 mo,Low ($0-35),Not Churned
6637-KYRCV,Female,No,True,True,5,5,False,No phone service,DSL,No,Yes,No,No,No,No,Month-to-month,True,Electronic check,30.5,167.2,No,0,0-6 mo,Low ($0-35),Not Churned
5668-MEISB,Female,No,True,True,72,72,True,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,No,Two year,False,Credit card (automatic),106.1,7657.4,No,0,49-72 mo,High ($70+),Not Churned
0129-QMPDR,Male,No,True,False,44,44,True,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,True,Bank transfer (automatic),20.5,865.05,No,0,25-48 mo,Low ($0-35),Not Churned
7188-CBBBA,Female,No,False,False,65,65,True,Yes,Fiber optic,No,Yes,Yes,No,Yes,No,One year,True,Electronic check,95.5,6153.85,No,0,49-72 mo,High ($70+),Not Churned
5356-CSVSQ,Female,No,False,False,3,3,True,Yes,DSL,No,No,No,Yes,Yes,No,Month-to-month,False,Electronic check,64.6,174.2,No,0,0-6 mo,Medium ($35-70),Not Churned
3221-CJMSG,Male,No,False,False,24,24,True,No,DSL,No,No,No,Yes,No,No,Month-to-month,True,Credit card (automatic),51.1,1269.6,No,0,13-24 mo,Medium ($35-70),Not Churned
3219-JQRSL,Female,Yes,True,False,72,72,True,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,False,Credit card (automatic),89.1,6352.4,No,0,49-72 mo,High ($70+),Not Churned
2801-NISEI,Male,No,False,False,24,24,True,No,DSL,Yes,No,No,Yes,No,No,Month-to-month,False,Electronic check,54.95,1348.5,No,0,13-24 mo,Medium ($35-70),Not Churned
4623-ZKHLY,Male,No,True,False,22,22,True,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,True,Bank transfer (automatic),20.45,471.55,No,0,13-24 mo,Low ($0-35),Not Churned
6732-VAILE,Male,No,True,False,70,70,True,Yes,DSL,No,Yes,Yes,Yes,Yes,Yes,Two year,True,Credit card (automatic),85.95,5931.75,No,0,49-72 mo,High ($70+),Not Churned
8201-AAXCB,Male,No,True,True,25,25,True,Yes,DSL,No,No,No,No,Yes,No,Month-to-month,False,Electronic check,60.35,1404.65,No,0,25-48 mo,Medium ($35-70),Not Churned
7696-CFTAT,Male,No,True,True,37,37,True,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,False,Bank transfer (automatic),19.8,726.1,No,0,25-48 mo,Low ($0-35),Not Churned
1845-CSBRZ,Female,Yes,True,True,22,22,True,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,False,Bank transfer (automatic),85.35,1961.6,No,0,13-24 mo,High ($70+),Not Churned
2123-VSCOT,Female,No,True,False,59,59,True,Yes,DSL,No,No,Yes,Yes,Yes,No,Two year,True,Bank transfer (automatic),72.1,4194.85,No,0,49-72 mo,High ($70+),Not Churned
2018-QKYGT,Male,No,True,True,1,1,True,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,True,Electronic check,81.05,81.05,No,0,0-6 mo,High ($70+),Not Churned
2792-VPPET,Male,No,False,False,3,3,True,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,True,Electronic check,20.5,76.95,No,0,0-6 mo,Low ($0-35),Not Churned
7409-JURKQ,Female,No,True,False,53,53,True,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,One year,True,Bank transfer (automatic),111.8,5809.75,No,0,49-72 mo,High ($70+),Not Churned
3247-MHJKM,Male,No,False,False,1,1,True,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,False,Mailed check,20.2,20.2,No,0,0-6 mo,Low ($0-35),Not Churned
1964-SVLEA,Male,No,False,False,20,20,True,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,True,Mailed check,19.7,415.9,No,0,13-24 mo,Low ($0-35),Not Churned
7297-DVYGA,Female,No,False,False,51,51,True,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,True,Bank transfer (automatic),19.85,996.95,No,0,49-72 mo,Low ($0-35),Not Churned
2239-CGBUZ,Female,No,True,False,51,51,True,No,DSL,Yes,Yes,No,Yes,No,No,One year,True,Bank transfer (automatic),60.5,3145.15,No,0,49-72 mo,Medium ($35-70),Not Churned
0854-UYHZD,Female,No,True,True,13,13,True,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,False,Mailed check,19.55,265.3,No,0,13-24 mo,Low ($0-35),Not Churned
7243-LCGGZ,Female,No,False,False,1,1,True,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,False,Mailed check,20.9,20.9,No,0,0-6 mo,Low ($0-35),Not Churned
8267-KFGYD,Male,No,False,True,1,1,True,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,True,Mailed check,21.05,21.05,No,0,0-6 mo,Low ($0-35),Not Churned
4890-VMUAV,Male,No,False,False,63,63,True,Yes,DSL,Yes,Yes,Yes,Yes,No,No,One year,False,Electronic check,71.5,4576.3,No,0,49-72 mo,High ($70+),Not Churned
9261-WDCAF,Male,No,False,False,3,3,True,No,DSL,No,No,No,No,No,Yes,Month-to-month,False,Mailed check,54.65,189.1,No,0,0-6 mo,Medium ($35-70),Not Churned
3764-MNMOI,Male,No,False,False,46,46,True,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,False,Credit card (automatic),19.2,908.15,No,0,25-48 mo,Low ($0-35),Not Churned
7442-YGZFK,Male,No,False,False,1,1,True,Yes,DSL,No,No,No,No,No,No,Month-to-month,True,Credit card (automatic),49.8,49.8,No,0,0-6 mo,Medium ($35-70),Not Churned
8229-BUJHX,Female,No,True,True,71,71,True,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,False,Bank transfer (automatic),20.5,1500.95,No,0,49-72 mo,Low ($0-35),Not Churned
7449-HVPIV,Male,No,True,True,55,55,True,Yes,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,True,Credit card (automatic),90.4,5099.15,No,0,49-72 mo,High ($70+),Not Churned
5504-WSIUR,Female,No,False,False,70,70,True,Yes,Fiber optic,No,Yes,Yes,Yes,No,No,One year,True,Bank transfer (automatic),90.25,6385.95,No,0,49-72 mo,High ($70+),Not Churned
8466-PZBLH,Male,No,True,True,67,67,True,Yes,Fiber optic,Yes,No,No,Yes,Yes,Yes,Two year,False,Bank transfer (automatic),104.6,6885.75,No,0,49-72 mo,High ($70+),Not Churned
8735-IJJEG,Male,No,True,False,14,14,True,No,DSL,No,No,Yes,No,No,No,Month-to-month,False,Credit card (automatic),50.2,668.85,No,0,13-24 mo,Medium ($35-70),Not Churned
0564-MUUQK,Female,No,True,True,20,20,True,Yes,Fiber optic,No,No,Yes,Yes,No,Yes,Month-to-month,True,Bank transfer (automatic),95.5,1916.2,No,0,13-24 mo,High ($70+),Not Churned
0701-RFGFI,Female,No,True,True,49,49,True,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,True,Bank transfer (automatic),95.4,4613.95,No,0,49-72 mo,High ($70+),Not Churned
0019-EFAEP,Female,No,False,False,72,72,True,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,No,Two year,True,Bank transfer (automatic),101.3,7261.25,No,0,49-72 mo,High ($70+),Not Churned
5619-PTMIK,Female,No,True,False,46,46,True,Yes,DSL,Yes,No,No,No,No,No,Month-to-month,False,Electronic check,53.1,2459.8,No,0,25-48 mo,Medium ($35-70),Not Churned
3737-XBQDD,Male,No,False,False,24,24,True,Yes,Fiber optic,No,Yes,Yes,No,No,No,Month-to-month,True,Bank transfer (automatic),84.85,2048.8,No,0,13-24 mo,High ($70+),Not Churned
5882-CMAZQ,Female,No,True,True,5,5,False,No phone service,DSL,No,Yes,No,Yes,No,No,Month-to-month,False,Electronic check,34.25,163.55,No,0,0-6 mo,Low ($0-35),Not Churned
5846-QFDFI,Female,No,True,True,33,33,True,Yes,Fiber optic,No,Yes,Yes,Yes,No,No,Month-to-month,False,Credit card (automatic),88.6,2888.7,No,0,25-48 mo,High ($70+),Not Churned
4445-KWOKW,Female,No,False,False,42,42,True,Yes,DSL,Yes,Yes,No,No,No,No,One year,True,Bank transfer (automatic),60.15,2421.6,No,0,25-48 mo,Medium ($35-70),Not Churned
3511-APPBJ,Male,No,False,False,23,23,True,No,Fiber optic,Yes,No,Yes,No,Yes,Yes,One year,True,Credit card (automatic),99.95,2292.75,No,0,13-24 mo,High ($70+),Not Churned
7967-HYCDE,Male,No,False,False,8,8,True,No,Fiber optic,No,No,No,No,No,No,Month-to-month,False,Bank transfer (automatic),70.7,553.4,No,0,7-12 mo,High ($70+),Not Churned
2430-RRYUW,Male,No,False,False,66,66,True,No,DSL,Yes,Yes,No,No,No,No,One year,True,Mailed check,54.8,3465.7,No,0,49-72 mo,Medium ($35-70),Not Churned
3723-BFBGR,Male,Yes,False,False,24,24,True,Yes,DSL,No,Yes,No,No,No,No,Month-to-month,False,Credit card (automatic),54.8,1291.3,No,0,13-24 mo,Medium ($35-70),Not Churned
5447-WZAFP,Female,No,False,False,53,53,True,No,Fiber optic,No,Yes,Yes,No,Yes,Yes,One year,True,Mailed check,100.3,5200.8,No,0,49-72 mo,High ($70+),Not Churned
5110-CHOPY,Female,No,False,False,60,60,False,No phone service,DSL,Yes,No,Yes,No,Yes,Yes,Two year,False,Electronic check,53.6,3237.05,No,0,49-72 mo,Medium ($35-70),Not Churned
4425-OWHWB,Female,No,False,False,20,20,True,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,True,Credit card (automatic),19.35,433.75,No,0,13-24 mo,Low ($0-35),Not Churned
7892-QVYKW,Female,No,True,True,23,23,True,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,False,Electronic check,85.6,1868.4,No,0,13-24 mo,High ($70+),Not Churned
9675-ICXCT,Male,No,True,False,72,72,True,No,DSL,Yes,No,Yes,Yes,Yes,Yes,Two year,True,Electronic check,80.8,5728.55,No,0,49-72 mo,High ($70+),Not Churned
4703-MQYKT,Male,No,False,False,21,21,True,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,False,Mailed check,19.6,390.4,No,0,13-24 mo,Low ($0-35),Not Churned
5692-ICXLW,Male,Yes,False,False,31,31,True,Yes,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,True,Electronic check,90.7,2845.15,No,0,25-48 mo,High ($70+),Not Churned
0602-DDUML,Female,No,False,False,57,57,True,No,DSL,No,Yes,Yes,Yes,Yes,No,Two year,False,Mailed check,69.75,3894.4,No,0,49-72 mo,Medium ($35-70),Not Churned
2208-MPXIO,Female,No,True,True,45,45,True,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,True,Bank transfer (automatic),20.0,886.4,No,0,25-48 mo,Low ($0-35),Not Churned
1960-UYCNN,Male,No,False,False,10,10,True,Yes,Fiber optic,No,Yes,Yes,No,No,Yes,Month-to-month,True,Electronic check,95.25,1021.55,No,0,7-12 mo,High ($70+),Not Churned
3190-FZATL,Male,No,False,True,14,14,True,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,False,Mailed check,19.95,268.4,No,0,13-24 mo,Low ($0-35),Not Churned
7336-RLLRH,Male,No,True,False,27,27,True,Yes,DSL,Yes,No,No,Yes,Yes,Yes,One year,False,Mailed check,80.85,2204.35,No,0,25-48 mo,High ($70+),Not Churned
7710-JSYOA,Female,No,True,True,69,69,True,Yes,Fiber optic,No,Yes,No,Yes,No,Yes,Two year,True,Bank transfer (automatic),93.3,6398.05,No,0,49-72 mo,High ($70+),Not Churned
9885-MFVSU,Female,No,True,False,35,35,False,No phone service,DSL,Yes,No,No,Yes,Yes,No,Two year,True,Credit card (automatic),46.35,1662.05,No,0,25-48 mo,Medium ($35-70),Not Churned
0607-MVMGC,Male,No,True,False,45,45,True,Yes,DSL,No,Yes,Yes,No,Yes,Yes,One year,False,Credit card (automatic),78.75,3600.65,No,0,25-48 mo,High ($70+),Not Churned
3365-SAIGS,Female,No,False,False,17,17,True,No,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,True,Electronic check,83.55,1329.15,No,0,13-24 mo,High ($70+),Not Churned
8022-BECSI,Male,No,False,False,22,22,True,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,False,Mailed check,19.6,422.5,No,0,13-24 mo,Low ($0-35),Not Churned
9993-LHIEB,Male,No,True,False,67,67,True,No,DSL,Yes,No,Yes,Yes,No,Yes,Two year,False,Mailed check,67.85,4627.65,No,0,49-72 mo,Medium ($35-70),Not Churned
0266-CLZKZ,Female,No,True,True,67,67,True,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,Two year,True,Bank transfer (automatic),105.65,6717.9,No,0,49-72 mo,High ($70+),Not Churned
7020-OZKXZ,Female,Yes,False,False,9,9,True,No,Fiber optic,No,No,Yes,No,No,No,Month-to-month,False,Credit card (automatic),75.5,637.4,No,0,7-12 mo,High ($70+),Not Churned
3977-QCRSL,Female,No,False,False,5,5,True,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,False,Mailed check,20.15,117.95,No,0,0-6 mo,Low ($0-35),Not Churned
0017-DINOC,Male,No,False,False,54,54,False,No phone service,DSL,Yes,No,No,Yes,Yes,No,Two year,False,Credit card (automatic),45.2,2460.55,No,0,49-72 mo,Medium ($35-70),Not Churned
7639-OPLNG,Male,No,True,False,70,70,True,Yes,DSL,Yes,Yes,Yes,Yes,Yes,No,Two year,True,Bank transfer (automatic),79.25,5731.85,No,0,49-72 mo,High ($70+),Not Churned
1492-QGCLU,Male,No,True,True,53,53,True,Yes,DSL,Yes,No,Yes,Yes,Yes,Yes,Month-to-month,False,Electronic check,85.7,4616.1,No,0,49-72 mo,High ($70+),Not Churned
7328-OWMOM,Female,No,False,False,31,31,True,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,False,Credit card (automatic),20.1,589.25,No,0,25-48 mo,Low ($0-35),Not Churned
4418-LZMSV,Male,No,True,True,13,13,True,No,DSL,No,Yes,Yes,Yes,No,No,Month-to-month,False,Bank transfer (automatic),61.8,750.1,No,0,13-24 mo,Medium ($35-70),Not Churned
5155-AZQPB,Female,No,True,True,28,28,True,Yes,DSL,No,No,No,No,No,No,Month-to-month,False,Mailed check,49.9,1410.25,No,0,25-48 mo,Medium ($35-70),Not Churned
1087-GRUYI,Male,No,True,False,38,38,True,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,False,Bank transfer (automatic),20.4,743.5,No,0,25-48 mo,Low ($0-35),Not Churned
2546-KZAAT,Male,No,True,False,52,52,True,No,DSL,Yes,Yes,No,No,Yes,Yes,One year,True,Mailed check,75.4,3865.45,No,0,49-72 mo,High ($70+),Not Churned
0181-RITDD,Male,No,True,True,62,62,True,No,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,False,Mailed check,108.15,6825.65,No,0,49-72 mo,High ($70+),Not Churned
8272-ONJLV,Male,No,False,False,12,12,True,No,Fiber optic,No,No,Yes,No,Yes,Yes,One year,False,Electronic check,95.7,1184.0,No,0,7-12 mo,High ($70+),Not Churned
1488-PBLJN,Female,No,True,True,72,72,True,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,True,Bank transfer (automatic),116.85,8477.7,No,0,49-72 mo,High ($70+),Not Churned
0308-GIQJT,Male,Yes,False,False,71,71,True,Yes,Fiber optic,No,Yes,No,Yes,Yes,Yes,One year,False,Bank transfer (automatic),105.75,7382.85,No,0,49-72 mo,High ($70+),Not Churned
3778-FOAQW,Female,No,True,False,24,24,True,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,False,Mailed check,20.15,456.85,No,0,13-24 mo,Low ($0-35),Not Churned
4452-ROHMO,Female,No,False,False,15,15,True,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,False,Mailed check,19.6,331.6,No,0,13-24 mo,Low ($0-35),Not Churned
3090-LETTY,Male,No,False,True,2,2,True,Yes,DSL,Yes,Yes,No,No,No,No,Month-to-month,False,Bank transfer (automatic),60.95,134.6,No,0,0-6 mo,Medium ($35-70),Not Churned
5349-AZPEW,Female,No,True,True,5,5,False,No phone service,DSL,No,No,No,No,No,No,Month-to-month,False,Mailed check,25.05,125.5,No,0,0-6 mo,Low ($0-35),Not Churned
9720-JJJOR,Male,No,True,False,41,41,True,No,DSL,Yes,Yes,Yes,No,No,No,One year,True,Bank transfer (automatic),60.3,2511.3,No,0,25-48 mo,Medium ($35-70),Not Churned
8100-HZZLJ,Female,No,False,True,43,43,True,No,DSL,Yes,Yes,No,No,No,Yes,Month-to-month,True,Electronic check,63.95,2737.05,No,0,25-48 mo,Medium ($35-70),Not Churned
8775-ERLNB,Male,Yes,True,False,1,1,True,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,False,Electronic check,74.3,74.3,No,0,0-6 mo,High ($70+),Not Churned
8309-IEYJD,Female,Yes,False,False,1,1,True,No,Fiber optic,No,No,No,No,No,No,Month-to-month,True,Mailed check,70.6,70.6,No,0,0-6 mo,High ($70+),Not Churned
7398-HPYZQ,Male,No,True,False,71,71,True,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,False,Bank transfer (automatic),90.55,6404.0,No,0,49-72 mo,High ($70+),Not Churned
3546-GHEAE,Male,No,False,False,7,7,True,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,False,Mailed check,19.45,165.35,No,0,7-12 mo,Low ($0-35),Not Churned
7361-YPXFS,Female,Yes,False,False,28,28,True,Yes,DSL,No,Yes,Yes,Yes,No,No,Month-to-month,False,Bank transfer (automatic),64.45,1867.6,No,0,25-48 mo,Medium ($35-70),Not Churned
6557-BZXLQ,Male,Yes,False,False,16,16,True,No,Fiber optic,No,No,No,No,No,No,Month-to-month,False,Electronic check,69.65,1043.3,No,0,13-24 mo,Medium ($35-70),Not Churned
2550-QHZGP,Male,No,False,False,7,7,True,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,False,Mailed check,19.5,128.6,No,0,7-12 mo,Low ($0-35),Not Churned
